nama_provinsi,desa_kelurahan,ketersediaan_tempat_pembuangan_sampah,tahun
JAWA BARAT,TAMBELANG,ADA,2019.0
JAWA BARAT,KARANGSUWUNG,TIDAK ADA,2019.0
JAWA BARAT,KARANGTENGAH,ADA,2019.0
JAWA BARAT,KALIMEANG,ADA,2019.0
JAWA BARAT,KARANGMALANG,ADA,2019.0
JAWA BARAT,KARANGMEKAR,ADA,2019.0
JAWA BARAT,KUBANGKARANG,ADA,2019.0
JAWA BARAT,KARANGSEMBUNG,TIDAK ADA,2019.0
JAWA BARAT,LEUWIDINGDING,ADA,2019.0
JAWA BARAT,ASEM,ADA,2019.0
JAWA BARAT,CIPEUJEUH KULON,ADA,2019.0
JAWA BARAT,CIPEUJEUH WETAN,ADA,2019.0
JAWA BARAT,SINDANGLAUT,ADA,2019.0
JAWA BARAT,LEMAHABANG KULON,ADA,2019.0
JAWA BARAT,LEMAHABANG,ADA,2019.0
JAWA BARAT,SIGONG,TIDAK ADA,2019.0
JAWA BARAT,SARAJAYA,TIDAK ADA,2019.0
JAWA BARAT,PICUNGPUGUR,ADA,2019.0
JAWA BARAT,TUK KARANGSUWUNG,ADA,2019.0
JAWA BARAT,BELAWA,TIDAK ADA,2019.0
JAWA BARAT,WANGKELANG,TIDAK ADA,2019.0
JAWA BARAT,KARANGAMANGU,ADA,2019.0
JAWA BARAT,SUSUKAN LEBAK,ADA,2019.0
JAWA BARAT,SUSUKAN AGUNG,ADA,2019.0
JAWA BARAT,SUSUKAN TONGGOH,TIDAK ADA,2019.0
JAWA BARAT,WILULANG,ADA,2019.0
JAWA BARAT,SAMPIH,TIDAK ADA,2019.0
JAWA BARAT,PASAWAHAN,TIDAK ADA,2019.0
JAWA BARAT,CIAWIASIH,ADA,2019.0
JAWA BARAT,CIAWIJAPURA,TIDAK ADA,2019.0
JAWA BARAT,CURUG,ADA,2019.0
JAWA BARAT,CURUG WETAN,TIDAK ADA,2019.0
JAWA BARAT,KALIGAWE WETAN,ADA,2019.0
JAWA BARAT,KALIGAWE,ADA,2019.0
JAWA BARAT,KARANGWUNI,ADA,2019.0
JAWA BARAT,SEDONG KIDUL,TIDAK ADA,2019.0
JAWA BARAT,SEDONG LOR,ADA,2019.0
JAWA BARAT,WINDUJAYA,ADA,2019.0
JAWA BARAT,WINDUHAJI,ADA,2019.0
JAWA BARAT,KERTAWANGUN,TIDAK ADA,2019.0
JAWA BARAT,PENAMBANGAN,TIDAK ADA,2019.0
JAWA BARAT,PUTAT,TIDAK ADA,2019.0
JAWA BARAT,PANONGAN,TIDAK ADA,2019.0
JAWA BARAT,PANONGAN LOR,TIDAK ADA,2019.0
JAWA BARAT,MUNJUL,ADA,2019.0
JAWA BARAT,SIDAMULYA,ADA,2019.0
JAWA BARAT,MERTAPADA KULON,ADA,2019.0
JAWA BARAT,MERTAPADA WETAN,ADA,2019.0
JAWA BARAT,BUNTET,ADA,2019.0
JAWA BARAT,KANCI KULON,TIDAK ADA,2019.0
JAWA BARAT,KANCI,ADA,2019.0
JAWA BARAT,ASTANAJAPURA,ADA,2019.0
JAWA BARAT,KENDAL,ADA,2019.0
JAWA BARAT,JAPURA KIDUL,ADA,2019.0
JAWA BARAT,JAPURA BAKTI,TIDAK ADA,2019.0
JAWA BARAT,GETRAKMOYAN,TIDAK ADA,2019.0
JAWA BARAT,ENDER,TIDAK ADA,2019.0
JAWA BARAT,PANGENAN,TIDAK ADA,2019.0
JAWA BARAT,BENDUNGAN,ADA,2019.0
JAWA BARAT,RAWAURIP,ADA,2019.0
JAWA BARAT,BERINGIN,ADA,2019.0
JAWA BARAT,JAPURA LOR,ADA,2019.0
JAWA BARAT,PENGARENGAN,TIDAK ADA,2019.0
JAWA BARAT,ASTANA MUKTI,TIDAK ADA,2019.0
JAWA BARAT,SETUPATOK,ADA,2019.0
JAWA BARAT,PENPEN,ADA,2019.0
JAWA BARAT,MUNDUMESIGIT,ADA,2019.0
JAWA BARAT,LUWUNG,ADA,2019.0
JAWA BARAT,WARUDUWUR,ADA,2019.0
JAWA BARAT,CITEMU,TIDAK ADA,2019.0
JAWA BARAT,BANDENGAN,ADA,2019.0
JAWA BARAT,MUNDUPESISIR,ADA,2019.0
JAWA BARAT,SUCI,ADA,2019.0
JAWA BARAT,BANJARWANGUNAN,ADA,2019.0
JAWA BARAT,PAMENGKANG,ADA,2019.0
JAWA BARAT,SINAR RANCANG,TIDAK ADA,2019.0
JAWA BARAT,WANAYASA,TIDAK ADA,2019.0
JAWA BARAT,SINDANGKASIH,TIDAK ADA,2019.0
JAWA BARAT,SINDANGHAYU,TIDAK ADA,2019.0
JAWA BARAT,CIAWIGAJAH,ADA,2019.0
JAWA BARAT,CIKANCAS,TIDAK ADA,2019.0
JAWA BARAT,HALIMPU,ADA,2019.0
JAWA BARAT,CIPINANG,TIDAK ADA,2019.0
JAWA BARAT,BEBER,TIDAK ADA,2019.0
JAWA BARAT,PATAPAN,TIDAK ADA,2019.0
JAWA BARAT,KONDANGSARI,TIDAK ADA,2019.0
JAWA BARAT,SAMPIRAN,ADA,2019.0
JAWA BARAT,CIPERNA,ADA,2019.0
JAWA BARAT,KECOMBERAN,ADA,2019.0
JAWA BARAT,CIREBON GIRANG,ADA,2019.0
JAWA BARAT,KERANDON,TIDAK ADA,2019.0
JAWA BARAT,WANASABA KIDUL,TIDAK ADA,2019.0
JAWA BARAT,WANASABA LOR,TIDAK ADA,2019.0
JAWA BARAT,CEMPAKA,ADA,2019.0
JAWA BARAT,KEPONGPONGAN,ADA,2019.0
JAWA BARAT,SARWADADI,ADA,2019.0
JAWA BARAT,KUBANG,ADA,2019.0
JAWA BARAT,MATANGAJI,TIDAK ADA,2019.0
JAWA BARAT,SIDAWANGI,TIDAK ADA,2019.0
JAWA BARAT,BOBOS,TIDAK ADA,2019.0
JAWA BARAT,CIKALAHANG,ADA,2019.0
JAWA BARAT,MANDALA,TIDAK ADA,2019.0
JAWA BARAT,DUKUPUNTANG,ADA,2019.0
JAWA BARAT,BALAD,TIDAK ADA,2019.0
JAWA BARAT,CANGKOAK,TIDAK ADA,2019.0
JAWA BARAT,CISAAT,TIDAK ADA,2019.0
JAWA BARAT,SINDANGMEKAR,TIDAK ADA,2019.0
JAWA BARAT,SINDANGJAWA,ADA,2019.0
JAWA BARAT,KEPUNDUAN,TIDAK ADA,2019.0
JAWA BARAT,GIRINATA,ADA,2019.0
JAWA BARAT,CIPANAS,ADA,2019.0
JAWA BARAT,KEDONGDONG KIDUL,TIDAK ADA,2019.0
JAWA BARAT,CILUKRAK,ADA,2019.0
JAWA BARAT,KEPUH,ADA,2019.0
JAWA BARAT,BALERANTE,TIDAK ADA,2019.0
JAWA BARAT,PANONGAN,TIDAK ADA,2019.0
JAWA BARAT,BEBERAN,TIDAK ADA,2019.0
JAWA BARAT,SEMPLO,ADA,2019.0
JAWA BARAT,PALIMANAN TIMUR,ADA,2019.0
JAWA BARAT,PEGAGAN,ADA,2019.0
JAWA BARAT,LUNGBENDA,TIDAK ADA,2019.0
JAWA BARAT,CIAWI,ADA,2019.0
JAWA BARAT,TEGALKARANG,ADA,2019.0
JAWA BARAT,CENGKUANG,ADA,2019.0
JAWA BARAT,CEMPAKA,TIDAK ADA,2019.0
JAWA BARAT,PAMIJAHAN,ADA,2019.0
JAWA BARAT,LURAH,ADA,2019.0
JAWA BARAT,MARIKANGEN,ADA,2019.0
JAWA BARAT,BODE LOR,ADA,2019.0
JAWA BARAT,BODESARI,TIDAK ADA,2019.0
JAWA BARAT,GOMBANG,ADA,2019.0
JAWA BARAT,KARANGMULYA,ADA,2019.0
JAWA BARAT,KARANGASEM,ADA,2019.0
JAWA BARAT,PLUMBON,ADA,2019.0
JAWA BARAT,PURBAWINANGUN,TIDAK ADA,2019.0
JAWA BARAT,KEBAREPAN,ADA,2019.0
JAWA BARAT,PASANGGRAHAN,ADA,2019.0
JAWA BARAT,KEDUNGSANA,ADA,2019.0
JAWA BARAT,DANAMULYA,ADA,2019.0
JAWA BARAT,KARANGSARI,TIDAK ADA,2019.0
JAWA BARAT,KERTASARI,ADA,2019.0
JAWA BARAT,MEGUGEDE,TIDAK ADA,2019.0
JAWA BARAT,MEGUCILIK,ADA,2019.0
JAWA BARAT,SETU WETAN,ADA,2019.0
JAWA BARAT,SETU KULON,ADA,2019.0
JAWA BARAT,WERU KIDUL,ADA,2019.0
JAWA BARAT,WERU LOR,TIDAK ADA,2019.0
JAWA BARAT,TEGALWANGI,TIDAK ADA,2019.0
JAWA BARAT,KEDUNGDAWA,ADA,2019.0
JAWA BARAT,KALIKOA,ADA,2019.0
JAWA BARAT,TUK,ADA,2019.0
JAWA BARAT,KEDUNGJAYA,ADA,2019.0
JAWA BARAT,KEDAWUNG,ADA,2019.0
JAWA BARAT,KERTAWINANGUN,ADA,2019.0
JAWA BARAT,SUTAWINANGUN,ADA,2019.0
JAWA BARAT,PILANGSARI,ADA,2019.0
JAWA BARAT,ADIDHARMA,ADA,2019.0
JAWA BARAT,PASINDANGAN,ADA,2019.0
JAWA BARAT,JADIMULYA,ADA,2019.0
JAWA BARAT,KLAYAN,ADA,2019.0
JAWA BARAT,JATIMERTA,ADA,2019.0
JAWA BARAT,ASTANA,ADA,2019.0
JAWA BARAT,KALISAPU,TIDAK ADA,2019.0
JAWA BARAT,WANAKAYA,TIDAK ADA,2019.0
JAWA BARAT,GROGOL,ADA,2019.0
JAWA BARAT,BABADAN,ADA,2019.0
JAWA BARAT,BUYUT,TIDAK ADA,2019.0
JAWA BARAT,MAYUNG,TIDAK ADA,2019.0
JAWA BARAT,MERTASINGA,ADA,2019.0
JAWA BARAT,KERTASURA,TIDAK ADA,2019.0
JAWA BARAT,PEGAGAN KIDUL,ADA,2019.0
JAWA BARAT,PEGAAN LOR,ADA,2019.0
JAWA BARAT,DUKUH,ADA,2019.0
JAWA BARAT,KARANGKENDAL,ADA,2019.0
JAWA BARAT,GROGOL,TIDAK ADA,2019.0
JAWA BARAT,KAPETAKAN,ADA,2019.0
JAWA BARAT,BUNGKO,ADA,2019.0
JAWA BARAT,BUNGKO LOR,TIDAK ADA,2019.0
JAWA BARAT,SERANG,ADA,2019.0
JAWA BARAT,KLANGENAN,ADA,2019.0
JAWA BARAT,DANAWINANGUN,ADA,2019.0
JAWA BARAT,PAKANTINGAN,ADA,2019.0
JAWA BARAT,JEMARAS KIDUL,ADA,2019.0
JAWA BARAT,JEMARAS LOR,ADA,2019.0
JAWA BARAT,SLANGIT,ADA,2019.0
JAWA BARAT,KREYO,ADA,2019.0
JAWA BARAT,BANGODUA,ADA,2019.0
JAWA BARAT,SENDE,ADA,2019.0
JAWA BARAT,JUNGJANG WETAN,ADA,2019.0
JAWA BARAT,JUNGJANG,ADA,2019.0
JAWA BARAT,ARJAWINANGUN,ADA,2019.0
JAWA BARAT,TEGALGUBUG,ADA,2019.0
JAWA BARAT,TEGAL GUBUG LOR,ADA,2019.0
JAWA BARAT,RAWAGATEL,ADA,2019.0
JAWA BARAT,KARANGSAMBUNG,ADA,2019.0
JAWA BARAT,BULAK,ADA,2019.0
JAWA BARAT,GEYONGAN,ADA,2019.0
JAWA BARAT,KEBONTURI,ADA,2019.0
JAWA BARAT,KALIANYAR,ADA,2019.0
JAWA BARAT,PANGURANGAN KULON,ADA,2019.0
JAWA BARAT,PANGURANGAN WETAN,ADA,2019.0
JAWA BARAT,PANGURANGAN LOR,TIDAK ADA,2019.0
JAWA BARAT,PANGURANGAN,TIDAK ADA,2019.0
JAWA BARAT,GUJEG,ADA,2019.0
JAWA BARAT,LEMAHTAMBA,ADA,2019.0
JAWA BARAT,KARANGANYAR,TIDAK ADA,2019.0
JAWA BARAT,KROYA,TIDAK ADA,2019.0
JAWA BARAT,BUDUR,ADA,2019.0
JAWA BARAT,BABAKAN,ADA,2019.0
JAWA BARAT,CIWARINGIN,ADA,2019.0
JAWA BARAT,GINTUNGRANJENG,TIDAK ADA,2019.0
JAWA BARAT,GINTUNG KIDUL,TIDAK ADA,2019.0
JAWA BARAT,GINTUNG TENGAH,ADA,2019.0
JAWA BARAT,BRINGIN,TIDAK ADA,2019.0
JAWA BARAT,GALAGAMBA,TIDAK ADA,2019.0
JAWA BARAT,TANGKIL,TIDAK ADA,2019.0
JAWA BARAT,WIYONG,TIDAK ADA,2019.0
JAWA BARAT,KEDONGDONG,TIDAK ADA,2019.0
JAWA BARAT,GINTUNG LOR,ADA,2019.0
JAWA BARAT,BOJONG KULON,TIDAK ADA,2019.0
JAWA BARAT,KEJIWAN,ADA,2019.0
JAWA BARAT,SUSUKAN,ADA,2019.0
JAWA BARAT,LUWUNG KENCANA,TIDAK ADA,2019.0
JAWA BARAT,BUNDER,ADA,2019.0
JAWA BARAT,JATIPURA,ADA,2019.0
JAWA BARAT,UJUNGGEBANG,ADA,2019.0
JAWA BARAT,JATIANOM,ADA,2019.0
JAWA BARAT,KEDUNGDALEM,ADA,2019.0
JAWA BARAT,PANUNGGUL,ADA,2019.0
JAWA BARAT,GEGESIK WETAN,ADA,2019.0
JAWA BARAT,GEGESIK KIDUL,ADA,2019.0
JAWA BARAT,GEGESIK LOR,TIDAK ADA,2019.0
JAWA BARAT,GEGESIK KULON,TIDAK ADA,2019.0
JAWA BARAT,SLENDRA,ADA,2019.0
JAWA BARAT,JAGAPURA KIDUL,TIDAK ADA,2019.0
JAWA BARAT,JAGAPURA WETAN,ADA,2019.0
JAWA BARAT,JAGAPURA KULON,TIDAK ADA,2019.0
JAWA BARAT,JAGAPURA LOR,TIDAK ADA,2019.0
JAWA BARAT,SIBUBUT,ADA,2019.0
JAWA BARAT,BAYALANGU LOR,ADA,2019.0
JAWA BARAT,BAYALANGU KIDUL,ADA,2019.0
JAWA BARAT,KALIDERES,ADA,2019.0
JAWA BARAT,PRAJAWINANGUN KULON,ADA,2019.0
JAWA BARAT,PRAJAWINANGUN WETAN,ADA,2019.0
JAWA BARAT,UJUNGSEMI,ADA,2019.0
JAWA BARAT,WARGABINANGUN,ADA,2019.0
JAWA BARAT,KALIWEDI LOR,ADA,2019.0
JAWA BARAT,KALIWEDI KIDUL,ADA,2019.0
JAWA BARAT,GUWA KIDUL,ADA,2019.0
JAWA BARAT,GUWA LOR,TIDAK ADA,2019.0
JAWA BARAT,DOMPYONG KULON,TIDAK ADA,2019.0
JAWA BARAT,DOMPYONG WETAN,TIDAK ADA,2019.0
JAWA BARAT,KALIMEKAR,TIDAK ADA,2019.0
JAWA BARAT,KALIMORO,ADA,2019.0
JAWA BARAT,GAGASARI,ADA,2019.0
JAWA BARAT,KALIPASUNG,ADA,2019.0
JAWA BARAT,GEBANG KULON,ADA,2019.0
JAWA BARAT,GEBANG,ADA,2019.0
JAWA BARAT,GEBANG ILIR,ADA,2019.0
JAWA BARAT,GEBANG UDIK,ADA,2019.0
JAWA BARAT,GEBANG MEKAR,TIDAK ADA,2019.0
JAWA BARAT,PELAYANGAN,TIDAK ADA,2019.0
JAWA BARAT,MELAKASARI,ADA,2019.0
JAWA BARAT,CIKEDUK,TIDAK ADA,2019.0
JAWA BARAT,WARUJAYA,TIDAK ADA,2019.0
JAWA BARAT,WARUKAWUNG,TIDAK ADA,2019.0
JAWA BARAT,WARUGEDE,TIDAK ADA,2019.0
JAWA BARAT,WARUROYOM,TIDAK ADA,2019.0
JAWA BARAT,DEPOK,ADA,2019.0
JAWA BARAT,KASUGENGAN KIDUL,ADA,2019.0
JAWA BARAT,KASUGENGAN LOR,TIDAK ADA,2019.0
JAWA BARAT,KEDUANAN,TIDAK ADA,2019.0
JAWA BARAT,KEJUDEN,ADA,2019.0
JAWA BARAT,GETASAN,ADA,2019.0
JAWA BARAT,KARANGWANGI,TIDAK ADA,2019.0
JAWA BARAT,TONJONG,TIDAK ADA,2019.0
JAWA BARAT,TANJUNGANOM,TIDAK ADA,2019.0
JAWA BARAT,CILENGKRANG GIRANG,TIDAK ADA,2019.0
JAWA BARAT,CILENGKRANG,ADA,2019.0
JAWA BARAT,PASALEMAN,TIDAK ADA,2019.0
JAWA BARAT,CIGOBANG WANGI,ADA,2019.0
JAWA BARAT,CIGOBANG,ADA,2019.0
JAWA BARAT,SUKADANA,ADA,2019.0
JAWA BARAT,PABUARAN KIDUL,ADA,2019.0
JAWA BARAT,PABUARAN WETAN,ADA,2019.0
JAWA BARAT,PABUARAN LOR,ADA,2019.0
JAWA BARAT,JATIRENGGANG,ADA,2019.0
JAWA BARAT,HULUBANTENG,TIDAK ADA,2019.0
JAWA BARAT,HULUBANTENG LOR,TIDAK ADA,2019.0
JAWA BARAT,SEUSEUPAN,ADA,2019.0
JAWA BARAT,BLENDER,ADA,2019.0
JAWA BARAT,SUMURKONDANG,ADA,2019.0
JAWA BARAT,KUBANGDELEG,ADA,2019.0
JAWA BARAT,JATIPIRING,ADA,2019.0
JAWA BARAT,KARANGANYAR,TIDAK ADA,2019.0
JAWA BARAT,KARANGWANGI,TIDAK ADA,2019.0
JAWA BARAT,KARANGWARENG,TIDAK ADA,2019.0
JAWA BARAT,KARANGASEM,ADA,2019.0
JAWA BARAT,PALIR,TIDAK ADA,2019.0
JAWA BARAT,ASTAPADA,TIDAK ADA,2019.0
JAWA BARAT,GESIK,TIDAK ADA,2019.0
JAWA BARAT,KEMLAKAGEDE,TIDAK ADA,2019.0
JAWA BARAT,DAWUAN,ADA,2019.0
JAWA BARAT,BATTEMBAT,ADA,2019.0
JAWA BARAT,KALIBARU,ADA,2019.0
JAWA BARAT,KALITENGAH,ADA,2019.0
JAWA BARAT,TEGALSARI,TIDAK ADA,2019.0
JAWA BARAT,KALIWULU,TIDAK ADA,2019.0
JAWA BARAT,PANEMBAHAN,ADA,2019.0
JAWA BARAT,TRUSMI WETAN,ADA,2019.0
JAWA BARAT,TRUSMI KULON,ADA,2019.0
JAWA BARAT,WOTGALI,TIDAK ADA,2019.0
JAWA BARAT,GAMEL,ADA,2019.0
JAWA BARAT,SARABAU,TIDAK ADA,2019.0
JAWA BARAT,CANGKRING,ADA,2019.0
JAWA BARAT,PANGKALAN,ADA,2019.0
JAWA BARAT,CIKEUSAL,ADA,2019.0
JAWA BARAT,PALIMANAN BARAT,ADA,2019.0
JAWA BARAT,KEDUNGBUNDER,ADA,2019.0
JAWA BARAT,CUPANG,ADA,2019.0
JAWA BARAT,GEMPOL,ADA,2019.0
JAWA BARAT,WALAHAR,ADA,2019.0
JAWA BARAT,KEMPEK,ADA,2019.0
JAWA BARAT,WINONG,ADA,2019.0
JAWA BARAT,GUMULUNG LEBAK,TIDAK ADA,2019.0
JAWA BARAT,LEBAKMEKAR,TIDAK ADA,2019.0
JAWA BARAT,GUMULUNG TONGGOH,TIDAK ADA,2019.0
JAWA BARAT,KAMARANG,TIDAK ADA,2019.0
JAWA BARAT,GREGED,TIDAK ADA,2019.0
JAWA BARAT,KAMARANG LEBAK,TIDAK ADA,2019.0
JAWA BARAT,DURAJAYA,TIDAK ADA,2019.0
JAWA BARAT,JATIPANCUR,TIDAK ADA,2019.0
JAWA BARAT,SINDANG KEMPENG,TIDAK ADA,2019.0
JAWA BARAT,NANGGELA,ADA,2019.0
JAWA BARAT,SAMBENG,ADA,2019.0
JAWA BARAT,SIRNABAYA,ADA,2019.0
JAWA BARAT,MUARA,ADA,2019.0
JAWA BARAT,PURWAWINANGUN,ADA,2019.0
JAWA BARAT,KERATON,TIDAK ADA,2019.0
JAWA BARAT,SURAKARTA,ADA,2019.0
JAWA BARAT,KARANGREJA,ADA,2019.0
JAWA BARAT,SURANENGGALA KIDUL,TIDAK ADA,2019.0
JAWA BARAT,SURANENGGALA KULON,ADA,2019.0
JAWA BARAT,SURANENGGALA LOR,ADA,2019.0
JAWA BARAT,SURANENGGALA,ADA,2019.0
JAWA BARAT,JAMBLANG,ADA,2019.0
JAWA BARAT,SITIWINANGUN,ADA,2019.0
JAWA BARAT,WANGUNHARJA,TIDAK ADA,2019.0
JAWA BARAT,BOJONG WETAN,ADA,2019.0
JAWA BARAT,BOJONG LOR,ADA,2019.0
JAWA BARAT,ORIMALANG,ADA,2019.0
JAWA BARAT,BAKUNG KIDUL,TIDAK ADA,2019.0
JAWA BARAT,BAKUNG LOR,ADA,2019.0
JAWA BARAT,CIPASUNG,TIDAK ADA,2019.0
JAWA BARAT,BANGBAYANG,TIDAK ADA,2019.0
JAWA BARAT,BOROGOJOL,TIDAK ADA,2019.0
JAWA BARAT,CIBULAN,TIDAK ADA,2019.0
JAWA BARAT,LEMAHPUTIH,TIDAK ADA,2019.0
JAWA BARAT,SADAWANGI,TIDAK ADA,2019.0
JAWA BARAT,KEPUH,TIDAK ADA,2019.0
JAWA BARAT,PADAREK,TIDAK ADA,2019.0
JAWA BARAT,KALAPADUA,TIDAK ADA,2019.0
JAWA BARAT,CIGALEUH,TIDAK ADA,2019.0
JAWA BARAT,MARGAJAYA,TIDAK ADA,2019.0
JAWA BARAT,SUKAJADI,TIDAK ADA,2019.0
JAWA BARAT,MEKARWANGI,TIDAK ADA,2019.0
JAWA BARAT,SINARGALIH,TIDAK ADA,2019.0
JAWA BARAT,MEKARMULYA,TIDAK ADA,2019.0
JAWA BARAT,SUKAMAJU,TIDAK ADA,2019.0
JAWA BARAT,CISALAK,TIDAK ADA,2019.0
JAWA BARAT,DAYEUHWANGI,TIDAK ADA,2019.0
JAWA BARAT,LEMAHSUGIH,TIDAK ADA,2019.0
JAWA BARAT,CIPEUNDEUY,TIDAK ADA,2019.0
JAWA BARAT,CIMANGGUHILIR,ADA,2019.0
JAWA BARAT,SALAWANGI,ADA,2019.0
JAWA BARAT,BANTARUJEG,ADA,2019.0
JAWA BARAT,GUNUNGLARANG,ADA,2019.0
JAWA BARAT,CIKIDANG,ADA,2019.0
JAWA BARAT,CINAMBO,TIDAK ADA,2019.0
JAWA BARAT,HAURGEULIS,TIDAK ADA,2019.0
JAWA BARAT,SUKAMENAK,ADA,2019.0
JAWA BARAT,WADOWETAN,TIDAK ADA,2019.0
JAWA BARAT,BABAKANSARI,TIDAK ADA,2019.0
JAWA BARAT,SILIHWANGI,TIDAK ADA,2019.0
JAWA BARAT,SINDANGHURIP,TIDAK ADA,2019.0
JAWA BARAT,SUKASARI,TIDAK ADA,2019.0
JAWA BARAT,CISOKA,TIDAK ADA,2019.0
JAWA BARAT,SINDANGPANJI,ADA,2019.0
JAWA BARAT,CIKIJING,ADA,2019.0
JAWA BARAT,SINDANG,TIDAK ADA,2019.0
JAWA BARAT,BANJARANSARI,TIDAK ADA,2019.0
JAWA BARAT,KASTURI,ADA,2019.0
JAWA BARAT,CIDULANG,TIDAK ADA,2019.0
JAWA BARAT,JAGASARI,TIDAK ADA,2019.0
JAWA BARAT,BAGJASARI,ADA,2019.0
JAWA BARAT,SUNALARI,TIDAK ADA,2019.0
JAWA BARAT,CIPULUS,TIDAK ADA,2019.0
JAWA BARAT,KANCANA,TIDAK ADA,2019.0
JAWA BARAT,SUKAMUKTI,TIDAK ADA,2019.0
JAWA BARAT,CILANCANG,ADA,2019.0
JAWA BARAT,LAMPUYANG,TIDAK ADA,2019.0
JAWA BARAT,CIBEUREUM,TIDAK ADA,2019.0
JAWA BARAT,CIKEUSAL,TIDAK ADA,2019.0
JAWA BARAT,JATIPAMOR,TIDAK ADA,2019.0
JAWA BARAT,ARGASARI,ADA,2019.0
JAWA BARAT,CICANIR,TIDAK ADA,2019.0
JAWA BARAT,CAMPAGA,TIDAK ADA,2019.0
JAWA BARAT,SUKAPERNA,TIDAK ADA,2019.0
JAWA BARAT,TALAGA KULON,ADA,2019.0
JAWA BARAT,TALAGA WETAN,TIDAK ADA,2019.0
JAWA BARAT,GANEAS,TIDAK ADA,2019.0
JAWA BARAT,SALADO,ADA,2019.0
JAWA BARAT,GUNUNGMANIK,TIDAK ADA,2019.0
JAWA BARAT,KERTAHAYU,ADA,2019.0
JAWA BARAT,MEKARRAHARJA,TIDAK ADA,2019.0
JAWA BARAT,MARGAMUKTI,TIDAK ADA,2019.0
JAWA BARAT,MEKARHURIP,TIDAK ADA,2019.0
JAWA BARAT,SAGARA,ADA,2019.0
JAWA BARAT,CIBUNUT,ADA,2019.0
JAWA BARAT,TEJAMULYA,ADA,2019.0
JAWA BARAT,SUKASARI KALER,TIDAK ADA,2019.0
JAWA BARAT,ARGAMUKTI,TIDAK ADA,2019.0
JAWA BARAT,SUKADANA,TIDAK ADA,2019.0
JAWA BARAT,SADASARI,TIDAK ADA,2019.0
JAWA BARAT,HAURSEAH,ADA,2019.0
JAWA BARAT,MEKARWANGI,TIDAK ADA,2019.0
JAWA BARAT,CIKARACAK,ADA,2019.0
JAWA BARAT,HEUBEULISUK,TIDAK ADA,2019.0
JAWA BARAT,SUKASARI KIDUL,TIDAK ADA,2019.0
JAWA BARAT,GUNUNGWANGI,TIDAK ADA,2019.0
JAWA BARAT,ARGALINGGA,TIDAK ADA,2019.0
JAWA BARAT,CIHAUR,TIDAK ADA,2019.0
JAWA BARAT,WANAHAYU,TIDAK ADA,2019.0
JAWA BARAT,CENGAL,TIDAK ADA,2019.0
JAWA BARAT,ANGGRAWATI,ADA,2019.0
JAWA BARAT,CIPICUNG,TIDAK ADA,2019.0
JAWA BARAT,MALONGPONG,ADA,2019.0
JAWA BARAT,TEGALSARI,TIDAK ADA,2019.0
JAWA BARAT,MAJA UTARA,TIDAK ADA,2019.0
JAWA BARAT,PASANGGRAHAN,TIDAK ADA,2019.0
JAWA BARAT,CIEURIH,TIDAK ADA,2019.0
JAWA BARAT,KARTABASUKI,ADA,2019.0
JAWA BARAT,SINDANGKERTA,TIDAK ADA,2019.0
JAWA BARAT,BANJARAN,TIDAK ADA,2019.0
JAWA BARAT,PANIIS,TIDAK ADA,2019.0
JAWA BARAT,CICALUNG,ADA,2019.0
JAWA BARAT,PAGERAJI,TIDAK ADA,2019.0
JAWA BARAT,MAJA SELATAN,ADA,2019.0
JAWA BARAT,NUNUK BARU,TIDAK ADA,2019.0
JAWA BARAT,KULUR,TIDAK ADA,2019.0
JAWA BARAT,KAWUNGGIRANG,ADA,2019.0
JAWA BARAT,SIDAMUKTI,TIDAK ADA,2019.0
JAWA BARAT,CIBODAS,TIDAK ADA,2019.0
JAWA BARAT,CIOMAS,TIDAK ADA,2019.0
JAWA BARAT,PADAHANTEN,ADA,2019.0
JAWA BARAT,SUKAHAJI,TIDAK ADA,2019.0
JAWA BARAT,SALAGEDANG,TIDAK ADA,2019.0
JAWA BARAT,CIKEUSIK,TIDAK ADA,2019.0
JAWA BARAT,JAYI,TIDAK ADA,2019.0
JAWA BARAT,NANGGEWER,ADA,2019.0
JAWA BARAT,PALABUAN,TIDAK ADA,2019.0
JAWA BARAT,CIKONENG,TIDAK ADA,2019.0
JAWA BARAT,BABAKANMANJETI,TIDAK ADA,2019.0
JAWA BARAT,TANJUNGSARI,TIDAK ADA,2019.0
JAWA BARAT,CIKALONG,TIDAK ADA,2019.0
JAWA BARAT,CANDRAJAYA,TIDAK ADA,2019.0
JAWA BARAT,PAJAJAR,ADA,2019.0
JAWA BARAT,TEJA,ADA,2019.0
JAWA BARAT,PAYUNG,TIDAK ADA,2019.0
JAWA BARAT,BABAKANKAREO,TIDAK ADA,2019.0
JAWA BARAT,SINDANGPANO,ADA,2019.0
JAWA BARAT,SADOMAS,TIDAK ADA,2019.0
JAWA BARAT,KUMBUNG,TIDAK ADA,2019.0
JAWA BARAT,RAJAGALUH KIDUL,ADA,2019.0
JAWA BARAT,SINGAWADA,TIDAK ADA,2019.0
JAWA BARAT,RAJAGALUH LOR,TIDAK ADA,2019.0
JAWA BARAT,CIPINANG,ADA,2019.0
JAWA BARAT,CISETU,TIDAK ADA,2019.0
JAWA BARAT,RAJAGALUH,ADA,2019.0
JAWA BARAT,PARAKAN,TIDAK ADA,2019.0
