nama_provinsi,desa_kelurahan,ketersediaan_tempat_pembuangan_sampah,tahun
JAWA BARAT,CIBEUREUM,TIDAK ADA,2020.0
JAWA BARAT,KALIAREN,ADA,2020.0
JAWA BARAT,SAMPORA,ADA,2020.0
JAWA BARAT,CARACAS,ADA,2020.0
JAWA BARAT,LINGGAMEKAR,ADA,2020.0
JAWA BARAT,LINGGAINDAH,TIDAK ADA,2020.0
JAWA BARAT,CIREA,ADA,2020.0
JAWA BARAT,SUKASARI,TIDAK ADA,2020.0
JAWA BARAT,SEDA,ADA,2020.0
JAWA BARAT,TRIJAYA,TIDAK ADA,2020.0
JAWA BARAT,RANDOBAWA GIRANG,ADA,2020.0
JAWA BARAT,PAKEMBANGAN,ADA,2020.0
JAWA BARAT,RANDOBAWA ILIR,ADA,2020.0
JAWA BARAT,KERTAWINANGUN,TIDAK ADA,2020.0
JAWA BARAT,MANDIRANCAN,TIDAK ADA,2020.0
JAWA BARAT,NAGGELA,ADA,2020.0
JAWA BARAT,NANGGERANGJAYA,ADA,2020.0
JAWA BARAT,SALAKADOMAS,ADA,2020.0
JAWA BARAT,SELAJAMBE,ADA,2020.0
JAWA BARAT,CANTILAN,ADA,2020.0
JAWA BARAT,CIBERUNG,ADA,2020.0
JAWA BARAT,KUTAWARINGIN,TIDAK ADA,2020.0
JAWA BARAT,JAMBERAMA,ADA,2020.0
JAWA BARAT,BAGAWAT,TIDAK ADA,2020.0
JAWA BARAT,PADAHURIP,ADA,2020.0
JAWA BARAT,GEREBA,ADA,2020.0
JAWA BARAT,CILAJA,ADA,2020.0
JAWA BARAT,CIKUBANGSARI,TIDAK ADA,2020.0
JAWA BARAT,BOJONG,ADA,2020.0
JAWA BARAT,CILOWA,ADA,2020.0
JAWA BARAT,CIBENTANG,TIDAK ADA,2020.0
JAWA BARAT,RAGAWACANA,ADA,2020.0
JAWA BARAT,PAJAMBON,ADA,2020.0
JAWA BARAT,GANDASOLI,ADA,2020.0
JAWA BARAT,KALAPAGUNUNG,ADA,2020.0
JAWA BARAT,KRAMATMULYA,ADA,2020.0
JAWA BARAT,CIKASO,ADA,2020.0
JAWA BARAT,KARANGMANGU,ADA,2020.0
JAWA BARAT,WIDARASARI,ADA,2020.0
JAWA BARAT,CIMENGA,TIDAK ADA,2020.0
JAWA BARAT,CAGEUR,TIDAK ADA,2020.0
JAWA BARAT,SAKERTA BARAT,TIDAK ADA,2020.0
JAWA BARAT,SUKARASA,TIDAK ADA,2020.0
JAWA BARAT,PANINGGARAN,TIDAK ADA,2020.0
JAWA BARAT,CIPASUNG,ADA,2020.0
JAWA BARAT,KAWAH MANUK,TIDAK ADA,2020.0
JAWA BARAT,CIKUPA,ADA,2020.0
JAWA BARAT,PARUNG,ADA,2020.0
JAWA BARAT,DARMA,ADA,2020.0
JAWA BARAT,JAGARA,TIDAK ADA,2020.0
JAWA BARAT,BAKOM,ADA,2020.0
JAWA BARAT,KARANGANYAR,ADA,2020.0
JAWA BARAT,KARANGSARI,TIDAK ADA,2020.0
JAWA BARAT,SAGARAHIYANG,TIDAK ADA,2020.0
JAWA BARAT,GUNUNGSIRAH,ADA,2020.0
JAWA BARAT,SAKERTA TIMUR,ADA,2020.0
JAWA BARAT,TUGUMULYA,TIDAK ADA,2020.0
JAWA BARAT,SITUSARI,ADA,2020.0
JAWA BARAT,CILEULEUY,ADA,2020.0
JAWA BARAT,PUNCAK,TIDAK ADA,2020.0
JAWA BARAT,GUNUNGKELING,ADA,2020.0
JAWA BARAT,CISANTANA,ADA,2020.0
JAWA BARAT,BABAKANMULYA,TIDAK ADA,2020.0
JAWA BARAT,PADABEUNGHAR,TIDAK ADA,2020.0
JAWA BARAT,KADUELA,ADA,2020.0
JAWA BARAT,PASAWAHAN,ADA,2020.0
JAWA BARAT,CIWIRU,ADA,2020.0
JAWA BARAT,CIDAHU,ADA,2020.0
JAWA BARAT,CIMARA,ADA,2020.0
JAWA BARAT,PANIIS,TIDAK ADA,2020.0
JAWA BARAT,CIBUNTU,ADA,2020.0
JAWA BARAT,SINGKUP,ADA,2020.0
JAWA BARAT,PADAMATANG,ADA,2020.0
JAWA BARAT,HAURKUNING,ADA,2020.0
JAWA BARAT,KERTAYUGA,TIDAK ADA,2020.0
JAWA BARAT,WINDUSARI,ADA,2020.0
JAWA BARAT,NUSAHERANG,TIDAK ADA,2020.0
JAWA BARAT,JAMBAR,TIDAK ADA,2020.0
JAWA BARAT,CIKADU,TIDAK ADA,2020.0
JAWA BARAT,KERTAWIRAMA,TIDAK ADA,2020.0
JAWA BARAT,CIASIH,TIDAK ADA,2020.0
JAWA BARAT,MUNCANGELA,ADA,2020.0
JAWA BARAT,KAROYA,TIDAK ADA,2020.0
JAWA BARAT,SUSUKAN,TIDAK ADA,2020.0
JAWA BARAT,CIMARANTEN,TIDAK ADA,2020.0
JAWA BARAT,CIPICUNG,ADA,2020.0
JAWA BARAT,PAMULIHAN,TIDAK ADA,2020.0
JAWA BARAT,SALAREUMA,ADA,2020.0
JAWA BARAT,SUGANANGAN,ADA,2020.0
JAWA BARAT,SUKAMUKTI,TIDAK ADA,2020.0
JAWA BARAT,MEKARSARI,ADA,2020.0
JAWA BARAT,SILEBU,ADA,2020.0
JAWA BARAT,PATALAGAN,TIDAK ADA,2020.0
JAWA BARAT,KAHIYANGAN,TIDAK ADA,2020.0
JAWA BARAT,TAJURBUNTU,TIDAK ADA,2020.0
JAWA BARAT,PANCALANG,TIDAK ADA,2020.0
JAWA BARAT,SUMBAKELING,TIDAK ADA,2020.0
JAWA BARAT,SAREWU,TIDAK ADA,2020.0
JAWA BARAT,SINDANGKEMPENG,TIDAK ADA,2020.0
JAWA BARAT,RAJAWETAN,ADA,2020.0
JAWA BARAT,TENJOLAYAR,TIDAK ADA,2020.0
JAWA BARAT,MEKARJAYA,TIDAK ADA,2020.0
JAWA BARAT,TARIKOLOT,ADA,2020.0
JAWA BARAT,DANALAMPAH,TIDAK ADA,2020.0
JAWA BARAT,GARATENGAH,TIDAK ADA,2020.0
JAWA BARAT,RAJADANU,TIDAK ADA,2020.0
JAWA BARAT,SINGKUP,TIDAK ADA,2020.0
JAWA BARAT,JAPARA,TIDAK ADA,2020.0
JAWA BARAT,WANO,TIDAK ADA,2020.0
JAWA BARAT,CITAPEN,TIDAK ADA,2020.0
JAWA BARAT,CENGAL,TIDAK ADA,2020.0
JAWA BARAT,CIKELENG,TIDAK ADA,2020.0
JAWA BARAT,KALIMATI,TIDAK ADA,2020.0
JAWA BARAT,DUKUHDALEM,ADA,2020.0
JAWA BARAT,CILEUYA,ADA,2020.0
JAWA BARAT,MARGAMUKTI,TIDAK ADA,2020.0
JAWA BARAT,GUNUNGSARI,ADA,2020.0
JAWA BARAT,CIMAHI,TIDAK ADA,2020.0
JAWA BARAT,KANANGA,ADA,2020.0
JAWA BARAT,CIKEUSAL,ADA,2020.0
JAWA BARAT,MEKARJAYA,ADA,2020.0
JAWA BARAT,SUKAJAYA,ADA,2020.0
JAWA BARAT,MULYAJAYA,ADA,2020.0
JAWA BARAT,CIMULYA,TIDAK ADA,2020.0
JAWA BARAT,LEGOKHERANG,ADA,2020.0
JAWA BARAT,BUNGURBERES,TIDAK ADA,2020.0
JAWA BARAT,CILEBAK,ADA,2020.0
JAWA BARAT,JALATRANG,ADA,2020.0
JAWA BARAT,PATALA,TIDAK ADA,2020.0
JAWA BARAT,MADAPAJAYA,TIDAK ADA,2020.0
JAWA BARAT,CILIMUSARI,ADA,2020.0
JAWA BARAT,CITAPEN,TIDAK ADA,2020.0
JAWA BARAT,PASIRAGUNG,ADA,2020.0
JAWA BARAT,TUNDAGAN,ADA,2020.0
JAWA BARAT,BUNIGEULIS,ADA,2020.0
JAWA BARAT,HANTARA,ADA,2020.0
JAWA BARAT,PAKAPASAN GIRANG,TIDAK ADA,2020.0
JAWA BARAT,CIKONDANG,TIDAK ADA,2020.0
JAWA BARAT,PAKAPASAN HILIR,TIDAK ADA,2020.0
JAWA BARAT,KALIMANGGIS KULON,TIDAK ADA,2020.0
JAWA BARAT,KERTAWINANGUN,TIDAK ADA,2020.0
JAWA BARAT,CIPANCUR,TIDAK ADA,2020.0
JAWA BARAT,KERTAWANA,TIDAK ADA,2020.0
JAWA BARAT,WANASARAYA,TIDAK ADA,2020.0
JAWA BARAT,KALIMANGGIS WETAN,TIDAK ADA,2020.0
JAWA BARAT,CIMARA,TIDAK ADA,2020.0
JAWA BARAT,SUMURWIRU,TIDAK ADA,2020.0
JAWA BARAT,CIBEUREUM,TIDAK ADA,2020.0
JAWA BARAT,TARIKOLOT,TIDAK ADA,2020.0
JAWA BARAT,RANDUSARI,TIDAK ADA,2020.0
JAWA BARAT,SUKADANA,ADA,2020.0
JAWA BARAT,KAWUNGSARI,TIDAK ADA,2020.0
JAWA BARAT,SUKARAPIH,TIDAK ADA,2020.0
JAWA BARAT,KARANGKANCANA,TIDAK ADA,2020.0
JAWA BARAT,KADUAGUNG,ADA,2020.0
JAWA BARAT,SEGONG,ADA,2020.0
JAWA BARAT,TANJUNGKERTA,ADA,2020.0
JAWA BARAT,SUKASARI,TIDAK ADA,2020.0
JAWA BARAT,MARGACINA,ADA,2020.0
JAWA BARAT,JABRANTI,TIDAK ADA,2020.0
JAWA BARAT,SIMPAYJAYA,TIDAK ADA,2020.0
JAWA BARAT,CIHANJARO,TIDAK ADA,2020.0
JAWA BARAT,GARAHAJI,TIDAK ADA,2020.0
JAWA BARAT,GALAHERANG,TIDAK ADA,2020.0
JAWA BARAT,CIPAKEM,TIDAK ADA,2020.0
JAWA BARAT,MALEBER,ADA,2020.0
JAWA BARAT,PARAKAN,ADA,2020.0
JAWA BARAT,KUTARAJA,ADA,2020.0
JAWA BARAT,CIPORANG,TIDAK ADA,2020.0
JAWA BARAT,DUKUHTENGAH,ADA,2020.0
JAWA BARAT,KARANGTENGAH,ADA,2020.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2020.0
JAWA BARAT,PADAMULYA,TIDAK ADA,2020.0
JAWA BARAT,CIKAHURIPAN,TIDAK ADA,2020.0
JAWA BARAT,KUTAMANDARAKAN,ADA,2020.0
JAWA BARAT,MANDALAJAYA,TIDAK ADA,2020.0
JAWA BARAT,GIRIWARINGIN,TIDAK ADA,2020.0
JAWA BARAT,BUNIASIH,TIDAK ADA,2020.0
JAWA BARAT,SINDANGSARI,ADA,2020.0
JAWA BARAT,KADUAGUNG,ADA,2020.0
JAWA BARAT,KERTAUNGARAN,ADA,2020.0
JAWA BARAT,SINDANGAGUNG,TIDAK ADA,2020.0
JAWA BARAT,BALONG,ADA,2020.0
JAWA BARAT,KERTAYASA,ADA,2020.0
JAWA BARAT,KERTAWANGUNAN,TIDAK ADA,2020.0
JAWA BARAT,BABAKANREUMA,ADA,2020.0
JAWA BARAT,TIRTAWANGUNAN,ADA,2020.0
JAWA BARAT,DUKUH LOR,ADA,2020.0
JAWA BARAT,TARAJU,ADA,2020.0
JAWA BARAT,MEKARMUKTI,ADA,2020.0
JAWA BARAT,BUNIGEULIS,ADA,2020.0
JAWA BARAT,JAMBUGEULIS,ADA,2020.0
JAWA BARAT,KOREAK,TIDAK ADA,2020.0
JAWA BARAT,KARANGMUNCANG,ADA,2020.0
JAWA BARAT,SANGKANHURIP,ADA,2020.0
JAWA BARAT,PANAWUAN,ADA,2020.0
JAWA BARAT,TIMBANG,TIDAK ADA,2020.0
JAWA BARAT,BABAKANJATI,TIDAK ADA,2020.0
JAWA BARAT,INDAPATRA,TIDAK ADA,2020.0
JAWA BARAT,CIBUNTU,ADA,2020.0
JAWA BARAT,SANGKANMULYA,ADA,2020.0
JAWA BARAT,WALED DESA,TIDAK ADA,2020.0
JAWA BARAT,WALED KOTA,TIDAK ADA,2020.0
JAWA BARAT,MEKARSARI,TIDAK ADA,2020.0
JAWA BARAT,WALED ASEM,ADA,2020.0
JAWA BARAT,AMBIT,TIDAK ADA,2020.0
JAWA BARAT,CIUYAH,TIDAK ADA,2020.0
JAWA BARAT,GUNUNGSARI,TIDAK ADA,2020.0
JAWA BARAT,KARANGSARI,TIDAK ADA,2020.0
JAWA BARAT,CIKULAK KIDUL,ADA,2020.0
JAWA BARAT,CIKULAK,TIDAK ADA,2020.0
JAWA BARAT,CIBOGO,TIDAK ADA,2020.0
JAWA BARAT,CISAAT,TIDAK ADA,2020.0
JAWA BARAT,LEUWEUNGGAJAH,ADA,2020.0
JAWA BARAT,TENJOMAYA,ADA,2020.0
JAWA BARAT,DAMARGUNA,ADA,2020.0
JAWA BARAT,JATISEENG,TIDAK ADA,2020.0
JAWA BARAT,JATISEENG KIDUL,ADA,2020.0
JAWA BARAT,CILEDUG KULON,ADA,2020.0
JAWA BARAT,CILEDUG WETAN,TIDAK ADA,2020.0
JAWA BARAT,CILEDUG LOR,ADA,2020.0
JAWA BARAT,CILEDUG TENGAH,ADA,2020.0
JAWA BARAT,BOJONGNEGARA,ADA,2020.0
JAWA BARAT,ASTANALANGGAR,ADA,2020.0
JAWA BARAT,BARISAN,ADA,2020.0
JAWA BARAT,LOSARI KIDUL,ADA,2020.0
JAWA BARAT,PANGGANGSARI,ADA,2020.0
JAWA BARAT,LOSARI LOR,ADA,2020.0
JAWA BARAT,MULYASARI,ADA,2020.0
JAWA BARAT,KALIRAHAYU,TIDAK ADA,2020.0
JAWA BARAT,KALISARI,TIDAK ADA,2020.0
JAWA BARAT,AMBULU,ADA,2020.0
JAWA BARAT,TAWANGSARI,TIDAK ADA,2020.0
JAWA BARAT,PABEDILAN KIDUL,ADA,2020.0
JAWA BARAT,PABEDILAN WETAN,ADA,2020.0
JAWA BARAT,PABEDILAN KULON,ADA,2020.0
JAWA BARAT,PABEDILAN KALER,ADA,2020.0
JAWA BARAT,SILIH ASIH,TIDAK ADA,2020.0
JAWA BARAT,TERSANA,TIDAK ADA,2020.0
JAWA BARAT,PASURUAN,ADA,2020.0
JAWA BARAT,DUKUHWIDARA,ADA,2020.0
JAWA BARAT,KALIBUNTU,ADA,2020.0
JAWA BARAT,KALIMUKTI,ADA,2020.0
JAWA BARAT,SIDARESMI,ADA,2020.0
JAWA BARAT,BABAKAN LOSARI,TIDAK ADA,2020.0
JAWA BARAT,BABAKAN LOSARI LOR,TIDAK ADA,2020.0
JAWA BARAT,CANGKUANG,TIDAK ADA,2020.0
JAWA BARAT,SERANG WETAN,TIDAK ADA,2020.0
JAWA BARAT,SERANG KULON,TIDAK ADA,2020.0
JAWA BARAT,GEMBONGAN MEKAR,TIDAK ADA,2020.0
JAWA BARAT,GEMBONGAN,TIDAK ADA,2020.0
JAWA BARAT,BABAKAN GEBANG,TIDAK ADA,2020.0
JAWA BARAT,BABAKAN,ADA,2020.0
JAWA BARAT,BOJONGGEBANG,ADA,2020.0
JAWA BARAT,SUMBER KIDUL,ADA,2020.0
JAWA BARAT,SUMBER LOR,ADA,2020.0
JAWA BARAT,KUDUMULYA,TIDAK ADA,2020.0
JAWA BARAT,KUDUKERAS,ADA,2020.0
JAWA BARAT,PAKUSAMBEN,ADA,2020.0
JAWA BARAT,KARANGWANGUN,ADA,2020.0
JAWA BARAT,TAMBELANG,ADA,2020.0
JAWA BARAT,KARANGSUWUNG,TIDAK ADA,2020.0
JAWA BARAT,KARANGTENGAH,ADA,2020.0
JAWA BARAT,KALIMEANG,ADA,2020.0
JAWA BARAT,KARANGMALANG,ADA,2020.0
JAWA BARAT,KARANGMEKAR,ADA,2020.0
JAWA BARAT,KUBANGKARANG,ADA,2020.0
JAWA BARAT,KARANGSEMBUNG,TIDAK ADA,2020.0
JAWA BARAT,LEUWIDINGDING,ADA,2020.0
JAWA BARAT,ASEM,ADA,2020.0
JAWA BARAT,CIPEUJEUH KULON,ADA,2020.0
JAWA BARAT,CIPEUJEUH WETAN,ADA,2020.0
JAWA BARAT,SINDANGLAUT,TIDAK ADA,2020.0
JAWA BARAT,LEMAHABANG KULON,ADA,2020.0
JAWA BARAT,LEMAHABANG,ADA,2020.0
JAWA BARAT,SIGONG,ADA,2020.0
JAWA BARAT,SARAJAYA,TIDAK ADA,2020.0
JAWA BARAT,PICUNGPUGUR,ADA,2020.0
JAWA BARAT,TUK KARANGSUWUNG,ADA,2020.0
JAWA BARAT,BELAWA,TIDAK ADA,2020.0
JAWA BARAT,WANGKELANG,ADA,2020.0
JAWA BARAT,KARANGAMANGU,ADA,2020.0
JAWA BARAT,SUSUKAN LEBAK,ADA,2020.0
JAWA BARAT,SUSUKAN AGUNG,ADA,2020.0
JAWA BARAT,SUSUKAN TONGGOH,ADA,2020.0
JAWA BARAT,WILULANG,ADA,2020.0
JAWA BARAT,SAMPIH,ADA,2020.0
JAWA BARAT,PASAWAHAN,TIDAK ADA,2020.0
JAWA BARAT,CIAWIASIH,ADA,2020.0
JAWA BARAT,CIAWIJAPURA,TIDAK ADA,2020.0
JAWA BARAT,CURUG,ADA,2020.0
JAWA BARAT,CURUG WETAN,TIDAK ADA,2020.0
JAWA BARAT,KALIGAWE WETAN,ADA,2020.0
JAWA BARAT,KALIGAWE,ADA,2020.0
JAWA BARAT,KARANGWUNI,ADA,2020.0
JAWA BARAT,SEDONG KIDUL,TIDAK ADA,2020.0
JAWA BARAT,SEDONG LOR,ADA,2020.0
JAWA BARAT,WINDUJAYA,ADA,2020.0
JAWA BARAT,WINDUHAJI,ADA,2020.0
JAWA BARAT,KERTAWANGUN,TIDAK ADA,2020.0
JAWA BARAT,PENAMBANGAN,TIDAK ADA,2020.0
JAWA BARAT,PUTAT,TIDAK ADA,2020.0
JAWA BARAT,PANONGAN,TIDAK ADA,2020.0
JAWA BARAT,PANONGAN LOR,TIDAK ADA,2020.0
JAWA BARAT,MUNJUL,ADA,2020.0
JAWA BARAT,SIDAMULYA,TIDAK ADA,2020.0
JAWA BARAT,MERTAPADA KULON,ADA,2020.0
JAWA BARAT,MERTAPADA WETAN,ADA,2020.0
JAWA BARAT,BUNTET,ADA,2020.0
JAWA BARAT,KANCI KULON,TIDAK ADA,2020.0
JAWA BARAT,KANCI,ADA,2020.0
JAWA BARAT,ASTANAJAPURA,ADA,2020.0
JAWA BARAT,KENDAL,ADA,2020.0
JAWA BARAT,JAPURA KIDUL,ADA,2020.0
JAWA BARAT,JAPURA BAKTI,ADA,2020.0
JAWA BARAT,GETRAKMOYAN,ADA,2020.0
JAWA BARAT,ENDER,TIDAK ADA,2020.0
JAWA BARAT,PANGENAN,TIDAK ADA,2020.0
JAWA BARAT,BENDUNGAN,ADA,2020.0
JAWA BARAT,RAWAURIP,ADA,2020.0
JAWA BARAT,BERINGIN,ADA,2020.0
JAWA BARAT,JAPURA LOR,ADA,2020.0
JAWA BARAT,PENGARENGAN,TIDAK ADA,2020.0
JAWA BARAT,ASTANA MUKTI,TIDAK ADA,2020.0
JAWA BARAT,SETUPATOK,ADA,2020.0
JAWA BARAT,PENPEN,ADA,2020.0
JAWA BARAT,MUNDUMESIGIT,ADA,2020.0
JAWA BARAT,LUWUNG,ADA,2020.0
JAWA BARAT,WARUDUWUR,ADA,2020.0
JAWA BARAT,CITEMU,ADA,2020.0
JAWA BARAT,BANDENGAN,ADA,2020.0
JAWA BARAT,MUNDUPESISIR,ADA,2020.0
JAWA BARAT,SUCI,ADA,2020.0
JAWA BARAT,BANJARWANGUNAN,ADA,2020.0
JAWA BARAT,PAMENGKANG,ADA,2020.0
JAWA BARAT,SINAR RANCANG,TIDAK ADA,2020.0
JAWA BARAT,WANAYASA,ADA,2020.0
JAWA BARAT,SINDANGKASIH,TIDAK ADA,2020.0
JAWA BARAT,SINDANGHAYU,TIDAK ADA,2020.0
JAWA BARAT,CIAWIGAJAH,ADA,2020.0
JAWA BARAT,CIKANCAS,TIDAK ADA,2020.0
JAWA BARAT,HALIMPU,TIDAK ADA,2020.0
JAWA BARAT,CIPINANG,ADA,2020.0
JAWA BARAT,BEBER,TIDAK ADA,2020.0
JAWA BARAT,PATAPAN,TIDAK ADA,2020.0
JAWA BARAT,KONDANGSARI,TIDAK ADA,2020.0
JAWA BARAT,SAMPIRAN,ADA,2020.0
JAWA BARAT,CIPERNA,ADA,2020.0
JAWA BARAT,KECOMBERAN,ADA,2020.0
JAWA BARAT,CIREBON GIRANG,ADA,2020.0
JAWA BARAT,KERANDON,TIDAK ADA,2020.0
JAWA BARAT,WANASABA KIDUL,ADA,2020.0
JAWA BARAT,WANASABA LOR,ADA,2020.0
JAWA BARAT,CEMPAKA,ADA,2020.0
JAWA BARAT,KEPONGPONGAN,ADA,2020.0
JAWA BARAT,SARWADADI,ADA,2020.0
JAWA BARAT,KUBANG,ADA,2020.0
JAWA BARAT,MATANGAJI,TIDAK ADA,2020.0
JAWA BARAT,SIDAWANGI,TIDAK ADA,2020.0
JAWA BARAT,BOBOS,TIDAK ADA,2020.0
JAWA BARAT,CIKALAHANG,ADA,2020.0
JAWA BARAT,MANDALA,TIDAK ADA,2020.0
JAWA BARAT,DUKUPUNTANG,ADA,2020.0
JAWA BARAT,BALAD,TIDAK ADA,2020.0
JAWA BARAT,CANGKOAK,TIDAK ADA,2020.0
JAWA BARAT,CISAAT,ADA,2020.0
JAWA BARAT,SINDANGMEKAR,TIDAK ADA,2020.0
JAWA BARAT,SINDANGJAWA,ADA,2020.0
JAWA BARAT,KEPUNDUAN,TIDAK ADA,2020.0
JAWA BARAT,GIRINATA,ADA,2020.0
JAWA BARAT,CIPANAS,ADA,2020.0
JAWA BARAT,KEDONGDONG KIDUL,TIDAK ADA,2020.0
JAWA BARAT,CILUKRAK,ADA,2020.0
JAWA BARAT,KEPUH,ADA,2020.0
JAWA BARAT,BALERANTE,TIDAK ADA,2020.0
JAWA BARAT,PANONGAN,TIDAK ADA,2020.0
JAWA BARAT,BEBERAN,TIDAK ADA,2020.0
JAWA BARAT,SEMPLO,ADA,2020.0
JAWA BARAT,PALIMANAN TIMUR,ADA,2020.0
JAWA BARAT,PEGAGAN,ADA,2020.0
JAWA BARAT,LUNGBENDA,ADA,2020.0
JAWA BARAT,CIAWI,ADA,2020.0
JAWA BARAT,TEGALKARANG,ADA,2020.0
JAWA BARAT,CENGKUANG,ADA,2020.0
JAWA BARAT,CEMPAKA,TIDAK ADA,2020.0
JAWA BARAT,PAMIJAHAN,ADA,2020.0
JAWA BARAT,LURAH,ADA,2020.0
JAWA BARAT,MARIKANGEN,ADA,2020.0
JAWA BARAT,BODE LOR,ADA,2020.0
JAWA BARAT,BODESARI,TIDAK ADA,2020.0
JAWA BARAT,GOMBANG,ADA,2020.0
JAWA BARAT,KARANGMULYA,ADA,2020.0
JAWA BARAT,KARANGASEM,ADA,2020.0
JAWA BARAT,PLUMBON,ADA,2020.0
JAWA BARAT,PURBAWINANGUN,ADA,2020.0
JAWA BARAT,KEBAREPAN,ADA,2020.0
JAWA BARAT,PASANGGRAHAN,ADA,2020.0
JAWA BARAT,KEDUNGSANA,ADA,2020.0
JAWA BARAT,DANAMULYA,ADA,2020.0
JAWA BARAT,KARANGSARI,TIDAK ADA,2020.0
JAWA BARAT,KERTASARI,ADA,2020.0
JAWA BARAT,MEGUGEDE,TIDAK ADA,2020.0
JAWA BARAT,MEGUCILIK,ADA,2020.0
JAWA BARAT,SETU WETAN,ADA,2020.0
JAWA BARAT,SETU KULON,ADA,2020.0
JAWA BARAT,WERU KIDUL,ADA,2020.0
JAWA BARAT,WERU LOR,ADA,2020.0
JAWA BARAT,TEGALWANGI,ADA,2020.0
JAWA BARAT,KEDUNGDAWA,ADA,2020.0
JAWA BARAT,KALIKOA,ADA,2020.0
JAWA BARAT,TUK,ADA,2020.0
JAWA BARAT,KEDUNGJAYA,ADA,2020.0
JAWA BARAT,KEDAWUNG,ADA,2020.0
JAWA BARAT,KERTAWINANGUN,ADA,2020.0
JAWA BARAT,SUTAWINANGUN,ADA,2020.0
JAWA BARAT,PILANGSARI,ADA,2020.0
JAWA BARAT,ADIDHARMA,TIDAK ADA,2020.0
JAWA BARAT,PASINDANGAN,ADA,2020.0
JAWA BARAT,JADIMULYA,ADA,2020.0
JAWA BARAT,KLAYAN,ADA,2020.0
JAWA BARAT,JATIMERTA,TIDAK ADA,2020.0
JAWA BARAT,ASTANA,ADA,2020.0
JAWA BARAT,KALISAPU,ADA,2020.0
JAWA BARAT,WANAKAYA,TIDAK ADA,2020.0
JAWA BARAT,GROGOL,ADA,2020.0
JAWA BARAT,BABADAN,ADA,2020.0
JAWA BARAT,BUYUT,ADA,2020.0
JAWA BARAT,MAYUNG,TIDAK ADA,2020.0
JAWA BARAT,MERTASINGA,ADA,2020.0
JAWA BARAT,KERTASURA,TIDAK ADA,2020.0
JAWA BARAT,PEGAGAN KIDUL,ADA,2020.0
JAWA BARAT,PEGAAN LOR,ADA,2020.0
JAWA BARAT,DUKUH,ADA,2020.0
JAWA BARAT,KARANGKENDAL,ADA,2020.0
JAWA BARAT,GROGOL,ADA,2020.0
JAWA BARAT,KAPETAKAN,ADA,2020.0
JAWA BARAT,BUNGKO,ADA,2020.0
JAWA BARAT,BUNGKO LOR,ADA,2020.0
JAWA BARAT,SERANG,ADA,2020.0
JAWA BARAT,KLANGENAN,ADA,2020.0
JAWA BARAT,DANAWINANGUN,ADA,2020.0
JAWA BARAT,PAKANTINGAN,ADA,2020.0
JAWA BARAT,JEMARAS KIDUL,ADA,2020.0
JAWA BARAT,JEMARAS LOR,ADA,2020.0
JAWA BARAT,SLANGIT,ADA,2020.0
JAWA BARAT,KREYO,ADA,2020.0
JAWA BARAT,BANGODUA,ADA,2020.0
JAWA BARAT,SENDE,ADA,2020.0
JAWA BARAT,JUNGJANG WETAN,ADA,2020.0
JAWA BARAT,JUNGJANG,ADA,2020.0
JAWA BARAT,ARJAWINANGUN,ADA,2020.0
JAWA BARAT,TEGALGUBUG,ADA,2020.0
JAWA BARAT,TEGAL GUBUG LOR,ADA,2020.0
JAWA BARAT,RAWAGATEL,ADA,2020.0
JAWA BARAT,KARANGSAMBUNG,ADA,2020.0
JAWA BARAT,BULAK,ADA,2020.0
JAWA BARAT,GEYONGAN,ADA,2020.0
JAWA BARAT,KEBONTURI,ADA,2020.0
JAWA BARAT,KALIANYAR,ADA,2020.0
JAWA BARAT,PANGURANGAN KULON,ADA,2020.0
JAWA BARAT,PANGURANGAN WETAN,ADA,2020.0
JAWA BARAT,PANGURANGAN LOR,TIDAK ADA,2020.0
JAWA BARAT,PANGURANGAN,TIDAK ADA,2020.0
JAWA BARAT,GUJEG,ADA,2020.0
JAWA BARAT,LEMAHTAMBA,ADA,2020.0
JAWA BARAT,KARANGANYAR,TIDAK ADA,2020.0
JAWA BARAT,KROYA,TIDAK ADA,2020.0
JAWA BARAT,BUDUR,ADA,2020.0
JAWA BARAT,BABAKAN,ADA,2020.0
JAWA BARAT,CIWARINGIN,ADA,2020.0
JAWA BARAT,GINTUNGRANJENG,TIDAK ADA,2020.0
JAWA BARAT,GINTUNG KIDUL,ADA,2020.0
JAWA BARAT,GINTUNG TENGAH,ADA,2020.0
JAWA BARAT,BRINGIN,TIDAK ADA,2020.0
JAWA BARAT,GALAGAMBA,ADA,2020.0
JAWA BARAT,TANGKIL,ADA,2020.0
JAWA BARAT,WIYONG,TIDAK ADA,2020.0
JAWA BARAT,KEDONGDONG,TIDAK ADA,2020.0
JAWA BARAT,GINTUNG LOR,ADA,2020.0
JAWA BARAT,BOJONG KULON,TIDAK ADA,2020.0
JAWA BARAT,KEJIWAN,ADA,2020.0
JAWA BARAT,SUSUKAN,ADA,2020.0
JAWA BARAT,LUWUNG KENCANA,TIDAK ADA,2020.0
JAWA BARAT,BUNDER,ADA,2020.0
JAWA BARAT,JATIPURA,ADA,2020.0
JAWA BARAT,UJUNGGEBANG,ADA,2020.0
JAWA BARAT,JATIANOM,ADA,2020.0
JAWA BARAT,KEDUNGDALEM,ADA,2020.0
